1;108000
10;17000
101;11000
104;6000
11;29000
111;6000
112;0
113;23000
119;0
12;24000
121;12000
122;12000
13;21000
131;13000
136;8000
15;18000
152;18000
16;20000
161;20000
2;1900000
21;260000
211;260000
211;0
211,1;45000
211,3;0
211,4;15000
211,5;30000
211,6;170000
22;320000
221;150000
221;0
221,6;150000
222;40000
224;90000
224;0
224,1;90000
225;60000
225,1;20000
225,2;30000
225,4;10000
226;90000
226,2;90000
227;20000
227,1;20000
228;30000
228,2;30000
228,3;0
23;250000
230;150000
231;100000
231;0
24;85000
242;85000
244;0
25;360000
250;360000
252,3;0
253;0
258;0
27;180000
271;0
272;80000
272,1;30000
272,2;50000
273;100000
273;0
273,1;0
273,3;100000
275;30000
277;20000
28;300000
281;130000
281;0
281,6;60000
281,7;70000
285;60000
287;50000
289;60000
29;430000
292;30000
298;50000
298,2;25000
298,9;25000
299;350000
4;52000
42;52000
421;52000
5;56000
51;18000
511;18000
52;18000
521;6000
523;6000
524;6000
524;0
524,1;6000
525;6000
53;20000
531;7000
532;7000
533;6000
56;12000
566;6000
568;6000
