1;570000
10;81000
101;60000
104;21000
11;156000
111;66000
112;45000
113;36000
119;9000
12;135000
121;69000
122;66000
13;105000
131;57000
136;48000
15;60000
152;60000
16;36000
161;36000
2;2000000
21;243000
211;243000
211.0;48000
211,1;54000
211,3;18000
211,4;33000
211,5;39000
211,6;51000
22;708000
221;201000
221.0;42000
221,6;159000
222;63000
224;147000
224.0;36000
224,1;111000
225;96000
225,1;30000
225,2;48000
225,4;18000
226;90000
226,2;90000
227;75000
227,1;75000
228;36000
228,2;21000
228,3;15000
23;171000
230;96000
231;36000
231.0;36000
24;120000
242;96000
244;24000
25;291000
250;192000
252,3;45000
253;27000
258;27000
27;219000
271;36000
272;57000
272,1;21000
272,2;36000
273;72000
273.0;36000
273,1;18000
273,3;54000
275;33000
277;36000
28;153000
281;60000
281.0;30000
281,6;24000
281,7;30000
285;36000
287;36000
289;27000
29;96000
292;30000
298;36000
298,2;18000
298,9;18000
299;30000
4;180000
42;180000
421;180000
5;270000
51;90000
511;90000
52;90000
521;21000
523;19500
524;75000
524.0;36000
524,1;75000
525;15000
53;81000
531;30000
532;27000
533;24000
56;57000
566;27000
568;30000
