1;790000
10;110000
101;80000
104;30000
11;250000
111;110000
112;70000
113;55000
119;15000
12;180000
121;90000
122;90000
13;140000
131;75000
136;65000
15;70000
152;70000
16;40000
161;40000
2;1780000
21;410000
211;410000
211.0;80000
211,1;90000
211,3;30000
211,4;55000
211,5;65000
211,6;90000
22;530000
221;140000
221.0;30000
221,6;110000
222;60000
224;115000
224.0;30000
224,1;85000
225;70000
225,1;20000
225,2;35000
225,4;15000
226;65000
226,2;65000
227;55000
227,1;55000
228;25000
228,2;15000
228,3;10000
23;200000
230;110000
231;40000
231.0;40000
24;90000
242;70000
244;20000
25;210000
250;140000
252,3;27000
253;15000
258;15000
27;160000
271;27000
272;51000
272,1;18000
272,2;33000
273;42000
273.0;22000
273,1;10000
273,3;20000
275;20000
277;27000
28;120000
281;47000
281.0;22000
281,6;20000
281,7;22000
285;27000
287;27000
289;22000
29;90000
292;27000
298;27000
298,2;13500
298,9;13500
299;27000
4;300000
42;300000
421;300000
5;350000
51;140000
511;140000
52;120000
521;30000
523;27500
524;52500
524.0;25000
524,1;52500
525;10000
53;110000
531;40000
532;35000
533;35000
56;50000
566;22500
568;27500
